comments,cleaned_comments,sentiment_scores,compound_score,sentiment_category
I like the design a lot and I love pixel software overall,like design lot love softwar overal,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.7717}",0.7717,positive
"It looks very pocketable, so a good candidate to replace my Z Flip 3.",look pocket good candid replac z flip,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,positive
There needs to be a foldable with glass in the inside tablet screen with a foldable screen at the hinge and some bumpers on the side before they become useable and a good idea,need e glass insid tet e hing bumper side becom e good idea,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,positive
Look forward to picking it up for 1/3 of the price in a couple of months once the fold 5 is out,look forward pick price coupl month,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
i really wanna love this as it seems a bit better ergonomics then samsungs fold but for the same price im curious if it really does better overall. especially at that price. it is still cheaper to buy a phone and a tablet then one of these lol and im still not sure if id prefer this over an ipad mini or nexus 7/8. wish small tablets made a comeback!,realli wan na love seem bit better ergonom samsung price im curious realli better overal especi price still cheaper buy tet one lol im still sure id prefer ipad mini nexus wish small tet made comeback,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.959}",0.959,positive
Thinness is way more important than no bezels on a huge screen. Looks good!,thin way import bezel huge look good,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}",0.6369,positive
"I would love if there was some sort of “try it for a week” program or something like that. I think a lot of people are interested in folding phones, but the price makes it a very tough pill to swallow if you don’t even know if you’ll like it. I think they’d sell a lot more of these if there was some way for people to try them out for a short trial period.",would love sort tri week program someth like think lot peopl interest ing price make tough pill swallow dont even know youll like think theyd sell lot way peopl tri short trial period,"{'neg': 0.036, 'neu': 0.671, 'pos': 0.293, 'compound': 0.8934}",0.8934,positive
"Never used a foldable before, but I like stock Android and like the look of this. Will definitely be looking out for this as my second handset.",never e like stock android like look definit look second handset,"{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.4973}",-0.4973,negative
"Very first impressions: Those bezels (which I don't mind just didn't expect), second: it kind of reminds me of a Nexus 7 tablet which I dig but not into the market for phones rn basically just got my S22U which I am extremely happy with and this is above my price range of stuff I am interested in",first impress bezel dont mind didnt expect second kind remind nexus tet dig market rn basic got su extrem happi price rang stuff interest,"{'neg': 0.094, 'neu': 0.708, 'pos': 0.199, 'compound': 0.4809}",0.4809,positive
"I need to ask this here as well: I cannot wrap my head around this form factor. My understanding would be that the majority of people (but that comes from my viewpoint) would use the inner screen mostly as a nice big media consumption display while having a compact one-handleable (is that a word?) Folded form factor... Basically combining the best of both worlds. But for such usage, this inner almost square screen makes no sense as it only creates huge bars top and bottom. And even for multitasking I usually would imagine that a higher ratio would be better as you then can put 2 apps properly side-by-side... As you would do on a normal 16:9 (or 10) display. I was so excited for this phone but with this form factor I'm not sure I get an actual nice media consumption device after all.",need ask well wrap head around form factor understand would major peopl come viewpoint would inner most nice big media consumpt compact onehandle word ed form factor basic combin best world usag inner almost squar make sens creat huge bar top bottom even multitask usual would imagin higher ratio would better put app proper sidebysid would normal excit form factor im sure get actual nice media consumpt devic,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.9627}",0.9627,positive
"Personally, I am still on the fence about using a foldable as my daily driver, I feel foldables are still not refined enough. My wife's had a ZFold 3 for just under a year, she got onto the bandwagon for the phone and tablet being all in one but over time she just couldn't get over how think and heavy the thing is so now she's waiting for the Z Flip5 instead.",person still fenc use e daili driver feel es still refin enough wife z got onto bandwagon tet one time couldnt get think heavi thing shes wait z flip instead,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"I don't mind the bezels, as long as it is symmetrical top and bottom.

In fact, for this phone, the top and bottom bezels make the inner display feels more wide-screen rather than square.",dont mind bezel long symmetr top bottomin fact top bottom bezel make inner feel wide rather squar,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.3818}",0.3818,neutral
"I can't wait to see where foldables go and how they develop over the coming years, it feels like the first proper development race between phone manufacturers in a long time, but in my personal opinion where they're at right now they're not worth the kinda money they're asking. A few years down the line however, when foldables are a ""normal"" phone size/thickness when folded, and are a decent tablet size when open, with minimal bezels, decent battery life and a durable screen, then i'm interested. But right now i'll stick with an Ultra or a Pro model over a foldable any day",cant wait see es go develop come feel like first proper develop race manufactur long time person opinion theyr right theyr worth kinda money theyr ask line howev es normal sizethick ed decent tet size open minim bezel decent dure im interest right ill stick ultra pro model e day,"{'neg': 0.051, 'neu': 0.815, 'pos': 0.134, 'compound': 0.5574}",0.5574,positive
I think reliability will be the deciding factor on whether I will buy one. Interested to see how the failure rate pans out,think reliabl decid factor whether buy one interest see failur rate pan,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",0.4588,positive
"when considering price, how long of a support window does it get vs what you're comparing it too?
it makes a big difference if its a 3yr supported lifespan vs 5 or 6 yrs",consid price long support window get vs your compar tooit make big differ yr support span vs yrs,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.6597}",0.6597,positive
"If they offer crazy trade-in values like Samsung does with the Folds, I might just go back to Android. This fixes two of my biggest gripes with the Fold that I had: narrow front screen and poor foldable software (maybe)",offer crazi tradein valu like samsung might go back android fix two biggest gripe narrow front poor e softwar mayb,"{'neg': 0.137, 'neu': 0.752, 'pos': 0.111, 'compound': -0.1531}",-0.1531,neutral
My next upgrade is between this and the Xperia V. Very impressed with this phone. First foldable I've seen that I'd consider buying.,next xperia v impress first e ive seen id consid buy,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,positive
"My bigger concern is how google talked about all these features they're ""working on"" bringing to the fold... Which, knowing how buggy Googles first generation of products always are, makes this a super hard sell for that price. Watch included. And Google is yet again murdering trade in values of their own phones. Pixel 7 Pro (at the time of checking) was only $400 trade in.",bigger concern talk featur theyr work bring know buggi first generat product alway make super hard sell price includ yet murder trade valu pro time check trade,"{'neg': 0.179, 'neu': 0.706, 'pos': 0.115, 'compound': -0.296}",-0.296,negative
"As always with Pixels, the PFold 2 will be the one to invest in!",alway p one invest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Google dropped the ball with not starting this at $1400. Depending on reviews I may get one. I want to experience a new form factor and I don't mind being Google's test dummy lol,drop ball start depend may get one want experi new form factor dont mind test dummi lol,"{'neg': 0.104, 'neu': 0.693, 'pos': 0.203, 'compound': 0.25}",0.25,neutral
"So as a fold 4 owner this does look pretty good for a first attempt minus the bezels. They're offering $900 for trade in for a fold 4, but I don't know if I can trade for it especially with the fold 5 two months from now and outdated G2 chipset. I do like the slightly wider cover screen but I've gotten accustomed to the narrow candy bar fold 4 size which is so easy to hold. I'll wait for some reviews but probably wait for gen 2.",owner look pretti good first attempt minus bezel theyr offer trade dont know trade especi two month outdat g chipset like slight wider cover ive gotten accustom narrow candi bar size easi hold ill wait probi wait gen,"{'neg': 0.066, 'neu': 0.806, 'pos': 0.128, 'compound': 0.3818}",0.3818,neutral
I have to say for $1800 from a pixel has to be pretty spectacular. They have made some super great products for some extremely low prices. I have high hopes,say pretti spectacular made super great product extrem low price high hope,"{'neg': 0.1, 'neu': 0.381, 'pos': 0.519, 'compound': 0.8689}",0.8689,positive
I truly enjoy foldables. Got the Samsung Galaxy Z Fold 2 and now the Oppo Find N2 and I will never want to go back to a regular one.,truli enjoy es got samsung galaxi z oppo find n never want go back regular one,"{'neg': 0.074, 'neu': 0.731, 'pos': 0.195, 'compound': 0.4548}",0.4548,positive
